"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","CP060000","CPI: 06 - Health","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.81994,,
"USA","United States","CP060000","CPI: 06 - Health","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.449846,,
"USA","United States","CP060000","CPI: 06 - Health","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.662488,,
"USA","United States","CP060000","CPI: 06 - Health","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.091152,,
"USA","United States","CP060000","CPI: 06 - Health","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.161041,,
"USA","United States","CP060000","CPI: 06 - Health","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.306857,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,-0.3150816,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.6865212,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.1243561,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-0.1050363,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.02375352,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.3683412,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.8242372,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,0.03175471,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.7961585,,
"USA","United States","CP090000","CPI: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.110668,,
"USA","United States","CP080000","CPI: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,-0.8511271,,
"USA","United States","CP080000","CPI: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.4471165,,
"USA","United States","CP080000","CPI: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.2206017,,
"USA","United States","CP080000","CPI: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,-0.04913678,,
"USA","United States","CP080000","CPI: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,-1.700052,,
"USA","United States","CP080000","CPI: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.5506312,,
"USA","United States","CP080000","CPI: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,-5.483102,,
"USA","United States","CP080000","CPI: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,-1.265205,,
"USA","United States","CP080000","CPI: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,-0.536588,,
"USA","United States","CP080000","CPI: 08 - Communication","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.362062,,
"USA","United States","CP070000","CPI: 07 - Transport","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",111.1671,,
"USA","United States","CP070000","CPI: 07 - Transport","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",113.6017,,
"USA","United States","CP070000","CPI: 07 - Transport","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",112.8519,,
"USA","United States","CP070000","CPI: 07 - Transport","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",111.1374,,
"USA","United States","CP070000","CPI: 07 - Transport","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CP070000","CPI: 07 - Transport","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",96.36594,,
"USA","United States","CP070000","CPI: 07 - Transport","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",98.89544,,
"USA","United States","CP070000","CPI: 07 - Transport","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",102.8629,,
"USA","United States","CP070000","CPI: 07 - Transport","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",102.3885,,
"USA","United States","CP070000","CPI: 07 - Transport","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",98.03607,,
"USA","United States","CP080000","CPI: 08 - Communication","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,-0.8511271,,
"USA","United States","CP080000","CPI: 08 - Communication","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.4471165,,
"USA","United States","CP080000","CPI: 08 - Communication","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.2206017,,
"USA","United States","CP080000","CPI: 08 - Communication","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-0.04913678,,
"USA","United States","CP080000","CPI: 08 - Communication","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-1.700052,,
"USA","United States","CP080000","CPI: 08 - Communication","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-0.5506312,,
"USA","United States","CP080000","CPI: 08 - Communication","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,-5.483102,,
"USA","United States","CP080000","CPI: 08 - Communication","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,-1.265205,,
"USA","United States","CP080000","CPI: 08 - Communication","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-0.536588,,
"USA","United States","CP080000","CPI: 08 - Communication","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.362062,,
"USA","United States","CP060000","CPI: 06 - Health","IXNB","National Index","A","Annual","2011","2011","IDX","Index","0","Units","2013M12_100","2013M12=100",94.39059,,
"USA","United States","CP060000","CPI: 06 - Health","IXNB","National Index","A","Annual","2012","2012","IDX","Index","0","Units","2013M12_100","2013M12=100",97.1895,,
"USA","United States","CP060000","CPI: 06 - Health","IXNB","National Index","A","Annual","2013","2013","IDX","Index","0","Units","2013M12_100","2013M12=100",99.44808,,
"USA","United States","CP060000","CPI: 06 - Health","IXNB","National Index","A","Annual","2014","2014","IDX","Index","0","Units","2013M12_100","2013M12=100",102.1742,,
"USA","United States","CP060000","CPI: 06 - Health","IXNB","National Index","A","Annual","2015","2015","IDX","Index","0","Units","2013M12_100","2013M12=100",105.0554,,
"USA","United States","CP060000","CPI: 06 - Health","IXNB","National Index","A","Annual","2016","2016","IDX","Index","0","Units","2013M12_100","2013M12=100",108.6797,,
"USA","United States","CP060000","CPI: 06 - Health","IXNB","National Index","A","Annual","2017","2017","IDX","Index","0","Units","2013M12_100","2013M12=100",111.5732,,
"USA","United States","CP060000","CPI: 06 - Health","IXNB","National Index","A","Annual","2018","2018","IDX","Index","0","Units","2013M12_100","2013M12=100",113.9064,,
"USA","United States","CP060000","CPI: 06 - Health","IXNB","National Index","A","Annual","2019","2019","IDX","Index","0","Units","2013M12_100","2013M12=100",115.2289,,
"USA","United States","CP060000","CPI: 06 - Health","IXNB","National Index","A","Annual","2020","2020","IDX","Index","0","Units","2013M12_100","2013M12=100",117.8871,,
"USA","United States","CP070000","CPI: 07 - Transport","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,11.61792,,
"USA","United States","CP070000","CPI: 07 - Transport","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.190023,,
"USA","United States","CP070000","CPI: 07 - Transport","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,-0.6600554,,
"USA","United States","CP070000","CPI: 07 - Transport","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,-1.519197,,
"USA","United States","CP070000","CPI: 07 - Transport","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,-10.02131,,
"USA","United States","CP070000","CPI: 07 - Transport","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,-3.634065,,
"USA","United States","CP070000","CPI: 07 - Transport","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.624893,,
"USA","United States","CP070000","CPI: 07 - Transport","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,4.011728,,
"USA","United States","CP070000","CPI: 07 - Transport","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,-0.4611982,,
"USA","United States","CP070000","CPI: 07 - Transport","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,-4.250852,,
"USA","United States","CPGRSE01","CPI: Services","IXNB","National Index","A","Annual","2011","2011","IDX","Index","0","Units","2013M12_100","2013M12=100",94.88067,,
"USA","United States","CPGRSE01","CPI: Services","IXNB","National Index","A","Annual","2012","2012","IDX","Index","0","Units","2013M12_100","2013M12=100",96.88409,,
"USA","United States","CPGRSE01","CPI: Services","IXNB","National Index","A","Annual","2013","2013","IDX","Index","0","Units","2013M12_100","2013M12=100",99.22442,,
"USA","United States","CPGRSE01","CPI: Services","IXNB","National Index","A","Annual","2014","2014","IDX","Index","0","Units","2013M12_100","2013M12=100",101.7935,,
"USA","United States","CPGRSE01","CPI: Services","IXNB","National Index","A","Annual","2015","2015","IDX","Index","0","Units","2013M12_100","2013M12=100",104.1351,,
"USA","United States","CPGRSE01","CPI: Services","IXNB","National Index","A","Annual","2016","2016","IDX","Index","0","Units","2013M12_100","2013M12=100",107.0843,,
"USA","United States","CPGRSE01","CPI: Services","IXNB","National Index","A","Annual","2017","2017","IDX","Index","0","Units","2013M12_100","2013M12=100",109.988,,
"USA","United States","CPGRSE01","CPI: Services","IXNB","National Index","A","Annual","2018","2018","IDX","Index","0","Units","2013M12_100","2013M12=100",113.033,,
"USA","United States","CPGRSE01","CPI: Services","IXNB","National Index","A","Annual","2019","2019","IDX","Index","0","Units","2013M12_100","2013M12=100",116.0673,,
"USA","United States","CPGRSE01","CPI: Services","IXNB","National Index","A","Annual","2020","2020","IDX","Index","0","Units","2013M12_100","2013M12=100",118.5214,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",90.57861,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",92.52686,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",94.66811,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.03341,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",103.4014,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",106.9382,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",110.5478,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",114.334,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",117.6236,,
"USA","United States","CP100000","CPI: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.182083,,
"USA","United States","CP100000","CPI: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.972705,,
"USA","United States","CP100000","CPI: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,3.658527,,
"USA","United States","CP100000","CPI: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,3.278435,,
"USA","United States","CP100000","CPI: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,3.614707,,
"USA","United States","CP100000","CPI: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.808177,,
"USA","United States","CP100000","CPI: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.333906,,
"USA","United States","CP100000","CPI: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.293032,,
"USA","United States","CP100000","CPI: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.900907,,
"USA","United States","CP100000","CPI: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.967091,,
"USA","United States","CP100000","CPI: 10 - Education","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",86.70509,,
"USA","United States","CP100000","CPI: 10 - Education","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",90.14962,,
"USA","United States","CP100000","CPI: 10 - Education","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",93.44777,,
"USA","United States","CP100000","CPI: 10 - Education","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",96.5114,,
"USA","United States","CP100000","CPI: 10 - Education","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CP100000","CPI: 10 - Education","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.8082,,
"USA","United States","CP100000","CPI: 10 - Education","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",105.2076,,
"USA","United States","CP100000","CPI: 10 - Education","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",107.6201,,
"USA","United States","CP100000","CPI: 10 - Education","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",110.742,,
"USA","United States","CP100000","CPI: 10 - Education","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",112.9204,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.092965,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.343293,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.597442,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.126008,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.573264,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.885648,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.551218,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.631369,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.045196,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.122341,,
"USA","United States","CP100000","CPI: 10 - Education","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.182083,,
"USA","United States","CP100000","CPI: 10 - Education","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.972705,,
"USA","United States","CP100000","CPI: 10 - Education","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,3.658527,,
"USA","United States","CP100000","CPI: 10 - Education","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,3.278435,,
"USA","United States","CP100000","CPI: 10 - Education","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,3.614707,,
"USA","United States","CP100000","CPI: 10 - Education","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.808177,,
"USA","United States","CP100000","CPI: 10 - Education","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.333906,,
"USA","United States","CP100000","CPI: 10 - Education","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.293032,,
"USA","United States","CP100000","CPI: 10 - Education","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.900907,,
"USA","United States","CP100000","CPI: 10 - Education","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.967091,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",92.8837,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",94.84354,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",96.5157,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.20441,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.2109,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",104.0962,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",106.3236,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",108.6541,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",110.5043,,
"USA","United States","CPGRHO01","CPI: Housing","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.307715,,
"USA","United States","CPGRHO01","CPI: Housing","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.150903,,
"USA","United States","CPGRHO01","CPI: Housing","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.31419,,
"USA","United States","CPGRHO01","CPI: Housing","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.498516,,
"USA","United States","CPGRHO01","CPI: Housing","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,3.057285,,
"USA","United States","CPGRHO01","CPI: Housing","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.401378,,
"USA","United States","CPGRHO01","CPI: Housing","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.420502,,
"USA","United States","CPGRHO01","CPI: Housing","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.375373,,
"USA","United States","CPGRHO01","CPI: Housing","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.424922,,
"USA","United States","CPGRHO01","CPI: Housing","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.877177,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.658561,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.110004,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.763072,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.749671,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.828419,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.210902,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.84449,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.139733,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.19197,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.702817,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXNB","National Index","A","Annual","2011","2011","IDX","Index","0","Units","2013M12_100","2013M12=100",97.74158,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXNB","National Index","A","Annual","2012","2012","IDX","Index","0","Units","2013M12_100","2013M12=100",98.15366,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXNB","National Index","A","Annual","2013","2013","IDX","Index","0","Units","2013M12_100","2013M12=100",100.1533,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXNB","National Index","A","Annual","2014","2014","IDX","Index","0","Units","2013M12_100","2013M12=100",102.8433,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXNB","National Index","A","Annual","2015","2015","IDX","Index","0","Units","2013M12_100","2013M12=100",105.7457,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXNB","National Index","A","Annual","2016","2016","IDX","Index","0","Units","2013M12_100","2013M12=100",108.527,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXNB","National Index","A","Annual","2017","2017","IDX","Index","0","Units","2013M12_100","2013M12=100",110.8105,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXNB","National Index","A","Annual","2018","2018","IDX","Index","0","Units","2013M12_100","2013M12=100",113.4851,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXNB","National Index","A","Annual","2019","2019","IDX","Index","0","Units","2013M12_100","2013M12=100",116.8447,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXNB","National Index","A","Annual","2020","2020","IDX","Index","0","Units","2013M12_100","2013M12=100",118.6032,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",90.03485,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",93.04498,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",95.46177,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.49129,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",103.8857,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",107.5749,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",111.4813,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",114.8761,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",117.3142,,
"USA","United States","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,15.35126,,
"USA","United States","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.8902224,,
"USA","United States","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,-0.6790125,,
"USA","United States","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,-0.3379915,,
"USA","United States","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,-16.7041,,
"USA","United States","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,-6.584728,,
